# New Quality Chord Forms - Generated from Quality Master.csv
# Format: Chord,Symbol,Quality,FormOrder,FormID,ShapeName,Fret1,Fret2,Fret3,Fret4,Fret5,Fret6,Finger1,Finger2,Finger3,Finger4,Finger5,Finger6,BarreFret,BarreFrom,BarreTo,Tips

# M9 (maj9) - Pro: ✨ キラキラ・浮遊感
D6/9,D6/9,6/9,2,D6/9-1-Root5,Root-5,x,5,4,4,5,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
Eb6/9,Eb6/9,6/9,2,Eb6/9-1-Root5,Root-5,x,6,5,5,6,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
E6/9,E6/9,6/9,2,E6/9-1-Root5,Root-5,x,7,6,6,7,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
F6/9,F6/9,6/9,2,F6/9-1-Root5,Root-5,x,8,7,7,8,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
F#6/9,F#6/9,6/9,2,F#6/9-1-Root5,Root-5,x,9,8,8,9,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
G6/9,G6/9,6/9,2,G6/9-1-Root5,Root-5,x,10,9,9,10,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
Ab6/9,Ab6/9,6/9,2,Ab6/9-1-Root5,Root-5,x,11,10,10,11,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
A6/9,A6/9,6/9,2,A6/9-1-Root5,Root-5,x,12,11,11,12,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
Bb6/9,Bb6/9,6/9,2,Bb6/9-1-Root5,Root-5,x,1,0,0,1,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."
B6/9,B6/9,6/9,2,B6/9-1-Root5,Root-5,x,2,1,1,2,x,-,1,2,3,4,-,,,,"ジャズやフュージョンで多用される、明るく豊かな響き。 | A bright and rich sound frequently used in Jazz and Fusion."

# add#11 - Pro: ✨ キラキラ・浮遊感
Cadd#11,Cadd#11,add#11,2,Cadd#11-1-Root5,Root-5,x,3,4,4,5,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
C#add#11,C#add#11,add#11,2,C#add#11-1-Root5,Root-5,x,4,5,5,6,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Dadd#11,Dadd#11,add#11,2,Dadd#11-1-Root5,Root-5,x,5,6,6,7,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Ebadd#11,Ebadd#11,add#11,2,Ebadd#11-1-Root5,Root-5,x,6,7,7,8,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Eadd#11,Eadd#11,add#11,2,Eadd#11-1-Root5,Root-5,x,7,8,8,9,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Fadd#11,Fadd#11,add#11,2,Fadd#11-1-Root5,Root-5,x,8,9,9,10,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
F#add#11,F#add#11,add#11,2,F#add#11-1-Root5,Root-5,x,9,10,10,11,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Gadd#11,Gadd#11,add#11,2,Gadd#11-1-Root5,Root-5,x,10,11,11,12,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Abadd#11,Abadd#11,add#11,2,Abadd#11-1-Root5,Root-5,x,11,12,12,13,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Aadd#11,Aadd#11,add#11,2,Aadd#11-1-Root5,Root-5,x,12,13,13,14,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Bbadd#11,Bbadd#11,add#11,2,Bbadd#11-1-Root5,Root-5,x,1,2,2,3,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."
Badd#11,Badd#11,add#11,2,Badd#11-1-Root5,Root-5,x,2,3,3,4,x,-,1,2,3,4,-,,,,"現代的でドリーミーな、まさに「浮遊感」のあるサウンド。 | A modern, dreamy sound that truly gives a ""floating"" feel."

# m11 - Pro: 🌃 おしゃれ・都会的
Cm11,Cm11,m11,2,Cm11-1-Root5,Root-5,x,3,3,3,4,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
C#m11,C#m11,m11,2,C#m11-1-Root5,Root-5,x,4,4,4,5,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Dm11,Dm11,m11,2,Dm11-1-Root5,Root-5,x,5,5,5,6,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Ebm11,Ebm11,m11,2,Ebm11-1-Root5,Root-5,x,6,6,6,7,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Em11,Em11,m11,2,Em11-1-Root5,Root-5,x,7,7,7,8,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Fm11,Fm11,m11,2,Fm11-1-Root5,Root-5,x,8,8,8,9,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
F#m11,F#m11,m11,2,F#m11-1-Root5,Root-5,x,9,9,9,10,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Gm11,Gm11,m11,2,Gm11-1-Root5,Root-5,x,10,10,10,11,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Abm11,Abm11,m11,2,Abm11-1-Root5,Root-5,x,11,11,11,12,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Am11,Am11,m11,2,Am11-1-Root5,Root-5,x,12,12,12,13,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Bbm11,Bbm11,m11,2,Bbm11-1-Root5,Root-5,x,1,1,1,2,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."
Bm11,Bm11,m11,2,Bm11-1-Root5,Root-5,x,2,2,2,3,x,-,1,2,3,4,-,,,,"Lo-fi Hip HopやR&Bで定番の、少しアンニュイなサウンド。 | A standard sound in Lo-fi Hip Hop and R&B, with a slightly melancholic vibe."

# m7b5 - Pro: 🌃 おしゃれ・都会的
Cm7b5,Cm7b5,m7b5,2,Cm7b5-1-Root5,Root-5,x,3,4,3,4,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
C#m7b5,C#m7b5,m7b5,2,C#m7b5-1-Root5,Root-5,x,4,5,4,5,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Dm7b5,Dm7b5,m7b5,2,Dm7b5-1-Root5,Root-5,x,5,6,5,6,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Ebm7b5,Ebm7b5,m7b5,2,Ebm7b5-1-Root5,Root-5,x,6,7,6,7,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Em7b5,Em7b5,m7b5,2,Em7b5-1-Root5,Root-5,x,7,8,7,8,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Fm7b5,Fm7b5,m7b5,2,Fm7b5-1-Root5,Root-5,x,8,9,8,9,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
F#m7b5,F#m7b5,m7b5,2,F#m7b5-1-Root5,Root-5,x,9,10,9,10,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Gm7b5,Gm7b5,m7b5,2,Gm7b5-1-Root5,Root-5,x,10,11,10,11,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Abm7b5,Abm7b5,m7b5,2,Abm7b5-1-Root5,Root-5,x,11,12,11,12,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Am7b5,Am7b5,m7b5,2,Am7b5-1-Root5,Root-5,x,12,13,12,13,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Bbm7b5,Bbm7b5,m7b5,2,Bbm7b5-1-Root5,Root-5,x,1,2,1,2,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."
Bm7b5,Bm7b5,m7b5,2,Bm7b5-1-Root5,Root-5,x,2,3,2,3,x,-,1,2,3,4,-,,,,"マイナーキーのii-V-Iで必須。ジャズ、ボサノヴァへの入り口。 | Essential for minor key ii-V-I progressions. Your gateway to Jazz and Bossa Nova."

# mM7 - Pro: 🌃 おしゃれ・都会的
Cmm7,Cmm7,mM7,2,Cmm7-1-Root5,Root-5,x,3,5,4,4,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
C#mm7,C#mm7,mM7,2,C#mm7-1-Root5,Root-5,x,4,6,5,5,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Dmm7,Dmm7,mM7,2,Dmm7-1-Root5,Root-5,x,5,7,6,6,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Ebmm7,Ebmm7,mM7,2,Ebmm7-1-Root5,Root-5,x,6,8,7,7,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Emm7,Emm7,mM7,2,Emm7-1-Root5,Root-5,x,7,9,8,8,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Fmm7,Fmm7,mM7,2,Fmm7-1-Root5,Root-5,x,8,10,9,9,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
F#mm7,F#mm7,mM7,2,F#mm7-1-Root5,Root-5,x,9,11,10,10,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Gmm7,Gmm7,mM7,2,Gmm7-1-Root5,Root-5,x,10,12,11,11,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Abmm7,Abmm7,mM7,2,Abmm7-1-Root5,Root-5,x,11,13,12,12,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Amm7,Amm7,mM7,2,Amm7-1-Root5,Root-5,x,12,14,13,13,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Bbmm7,Bbmm7,mM7,2,Bbmm7-1-Root5,Root-5,x,1,3,2,2,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."
Bmm7,Bmm7,mM7,2,Bmm7-1-Root5,Root-5,x,2,4,3,3,x,-,1,2,3,4,-,,,,"映画音楽のような、ミステリアスでドラマチックな響き。 | A mysterious and dramatic sound, reminiscent of a movie soundtrack."

# 7sus4 - Pro: ⚡️ 緊張感・スパイス
C7sus4,C7sus4,7sus4,2,C7sus4-1-Root5,Root-5,x,3,3,5,6,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
C#7sus4,C#7sus4,7sus4,2,C#7sus4-1-Root5,Root-5,x,4,4,6,7,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
D7sus4,D7sus4,7sus4,2,D7sus4-1-Root5,Root-5,x,5,5,7,8,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
Eb7sus4,Eb7sus4,7sus4,2,Eb7sus4-1-Root5,Root-5,x,6,6,8,9,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
E7sus4,E7sus4,7sus4,2,E7sus4-1-Root5,Root-5,x,7,7,9,10,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
F7sus4,F7sus4,7sus4,2,F7sus4-1-Root5,Root-5,x,8,8,10,11,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
F#7sus4,F#7sus4,7sus4,2,F#7sus4-1-Root5,Root-5,x,9,9,11,12,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
G7sus4,G7sus4,7sus4,2,G7sus4-1-Root5,Root-5,x,10,10,12,13,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
Ab7sus4,Ab7sus4,7sus4,2,Ab7sus4-1-Root5,Root-5,x,11,11,13,14,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
A7sus4,A7sus4,7sus4,2,A7sus4-1-Root5,Root-5,x,12,12,14,15,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
Bb7sus4,Bb7sus4,7sus4,2,Bb7sus4-1-Root5,Root-5,x,1,1,3,4,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."
B7sus4,B7sus4,7sus4,2,B7sus4-1-Root5,Root-5,x,2,2,4,5,x,-,1,2,3,4,-,,,,"V7の前に置くことで、解決感を劇的に高めるプロの技。 | A pro technique that dramatically enhances the feeling of resolution when placed before a V7 chord."

# dim7 - Pro: ⚡️ 緊張感・スパイス
Cdim7,Cdim7,dim7,2,Cdim7-1-Root5,Root-5,x,3,4,2,4,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
C#dim7,C#dim7,dim7,2,C#dim7-1-Root5,Root-5,x,4,5,3,5,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Ddim7,Ddim7,dim7,2,Ddim7-1-Root5,Root-5,x,5,6,4,6,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Ebdim7,Ebdim7,dim7,2,Ebdim7-1-Root5,Root-5,x,6,7,5,7,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Edim7,Edim7,dim7,2,Edim7-1-Root5,Root-5,x,7,8,6,8,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Fdim7,Fdim7,dim7,2,Fdim7-1-Root5,Root-5,x,8,9,7,9,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
F#dim7,F#dim7,dim7,2,F#dim7-1-Root5,Root-5,x,9,10,8,10,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Gdim7,Gdim7,dim7,2,Gdim7-1-Root5,Root-5,x,10,11,9,11,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Abdim7,Abdim7,dim7,2,Abdim7-1-Root5,Root-5,x,11,12,10,12,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Adim7,Adim7,dim7,2,Adim7-1-Root5,Root-5,x,12,13,11,13,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Bbdim7,Bbdim7,dim7,2,Bbdim7-1-Root5,Root-5,x,1,2,0,2,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."
Bdim7,Bdim7,dim7,2,Bdim7-1-Root5,Root-5,x,2,3,1,3,x,-,1,2,3,4,-,,,,"経過コードとして非常に便利。緊張感を一気に高める。 | Very useful as a passing chord to instantly increase tension."

# 7(#9) - Pro: ⚡️ 緊張感・スパイス
C7#9,C7#9,7(#9),2,C7#9-1-Root6,Root-6,8,x,8,9,8,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
C#7#9,C#7#9,7(#9),2,C#7#9-1-Root6,Root-6,9,x,9,10,9,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
D7#9,D7#9,7(#9),2,D7#9-1-Root6,Root-6,10,x,10,11,10,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
Eb7#9,Eb7#9,7(#9),2,Eb7#9-1-Root6,Root-6,11,x,11,12,11,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
E7#9,E7#9,7(#9),2,E7#9-1-Root6,Root-6,12,x,12,13,12,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
F7#9,F7#9,7(#9),2,F7#9-1-Root6,Root-6,1,x,1,2,1,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
F#7#9,F#7#9,7(#9),2,F#7#9-1-Root6,Root-6,2,x,2,3,2,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
G7#9,G7#9,7(#9),2,G7#9-1-Root6,Root-6,3,x,3,4,3,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
Ab7#9,Ab7#9,7(#9),2,Ab7#9-1-Root6,Root-6,4,x,4,5,4,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
A7#9,A7#9,7(#9),2,A7#9-1-Root6,Root-6,5,x,5,6,5,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
Bb7#9,Bb7#9,7(#9),2,Bb7#9-1-Root6,Root-6,6,x,6,7,6,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."
B7#9,B7#9,7(#9),2,B7#9-1-Root6,Root-6,7,x,7,8,7,x,1,-,1,2,1,-,,,,"ブルージーでロックな緊張感。 | A bluesy and rock-oriented tension."

# 7(b9) - Pro: ⚡️ 緊張感・スパイス
C7b9,C7b9,7(b9),2,C7b9-1-Root6,Root-6,8,x,8,9,9,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
C#7b9,C#7b9,7(b9),2,C#7b9-1-Root6,Root-6,9,x,9,10,10,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
D7b9,D7b9,7(b9),2,D7b9-1-Root6,Root-6,10,x,10,11,11,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
Eb7b9,Eb7b9,7(b9),2,Eb7b9-1-Root6,Root-6,11,x,11,12,12,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
E7b9,E7b9,7(b9),2,E7b9-1-Root6,Root-6,12,x,12,13,13,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
F7b9,F7b9,7(b9),2,F7b9-1-Root6,Root-6,1,x,1,2,2,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
F#7b9,F#7b9,7(b9),2,F#7b9-1-Root6,Root-6,2,x,2,3,3,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
